Site or app,Entity,Platform,App package name or store ID,Issue location,Issue type,Issues,Status,Property codes,Ad requests - last 7 days,Date reported,Last date found
surabaya.tribunnews.com,Page,N/A,N/A,surabaya.tribunnews.com/2010/06/09/heboh-lagi-video-seks-ariel-cut-tari,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,17,2025-06-23,2025-06-24
style.tribunnews.com,Page,N/A,N/A,style.tribunnews.com/2017/09/13/miris-tak-hanya-sera-amanecowok-indonesia-ini-juga-jadi-bintang-film-dewasa-spesialis-sejenis,Policy issue,Site Behavior: Navigation,Restricted ad serving,ca-pub-7784034061253020,17,2025-06-19,2025-06-25
style.tribunnews.com,Page,N/A,N/A,style.tribunnews.com/2017/07/21/10-alasan-mengapa-tidur-tanpa-busana-menyehatkan-no-4-terkait-erat-dengan-penyaluran-libido?page=4,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,17,2025-06-25,2025-06-25
pontianak.tribunnews.com,Page,N/A,N/A,pontianak.tribunnews.com/topic/video-mesum-pelajar?url=2017/11/07/terungkap-ini-lokasi-mesum-pelajar-smp-di-kubu-raya,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,17,2025-06-23,2025-06-23
palembang.tribunnews.com,Page,N/A,N/A,palembang.tribunnews.com/2017/04/17/astaga-video-petualangan-seks-bule-di-bali-dengan-gadis-china-dan-58-wanita-indonesia-beredar,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,17,2025-06-23,2025-06-24
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/2013/12/22/wali-kota-surabaya-gelar-pengajian-tandai-penutupan-lokalisasi-moroseneng,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,17,2025-06-20,2025-06-25
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2022/02/04/pengantin-pria-lemas-di-malam-pertama-usai-lihat-sebuah-videosang-istri-tak-seperti-yang-diharapkan,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,17,2025-06-20,2025-06-24
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/seleb/2017/03/19/alasan-nikita-mirzani-lebih-suka-tak-pakai-bra-saat-beraktivitas,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,17,2025-06-24,2025-06-24
lampung.tribunnews.com,Page,N/A,N/A,lampung.tribunnews.com/2017/11/18/pria-pijat-gratis-banyak-wanita-tapi-remas-remas-bagian-ini,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,17,2025-06-20,2025-06-25
kupang.tribunnews.com,Page,N/A,N/A,kupang.tribunnews.com/2014/05/01/di-maumere-ada-4-lokasi-ese-esek,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,17,2025-06-21,2025-06-25
jogja.tribunnews.com,Page,N/A,N/A,jogja.tribunnews.com/2018/01/06/terungkap-pria-dengan-mr-p-terpanjang-asal-meksiko-ternyata-gunakan-trik-ini,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,17,2025-06-21,2025-06-24
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2019/08/03/drama-manis-perekrutan-gadis-bawah-umur-untuk-pijat-plus-plus-pelanggan-kalangan-menengah-atas,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,17,2025-06-20,2025-06-24
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2017/09/10/4-bagian-tubuh-wanita-yang-bikin-bergairah-ini-mungkin-tak-pernah-anda-duga,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,17,2025-06-24,2025-06-24
belitung.tribunnews.com,Page,N/A,N/A,belitung.tribunnews.com/2019/08/21/cara-ayam-kampus-cari-pelanggan-segini-tarif-sekali-kencan,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,17,2025-06-19,2025-06-24
belitung.tribunnews.com,Page,N/A,N/A,belitung.tribunnews.com/2017/10/02/mama-muda-ini-diam-saja-saat-dukun-urut-remas-dadanya-begini-reaksinya-saat-diraba-kemaluannya,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,17,2025-06-19,2025-06-24
batam.tribunnews.com,Page,N/A,N/A,batam.tribunnews.com/2017/11/24/ehem-inilah-5-fakta-cewek-yang-suka-nonton-film-hot-ada-fakta-yang-bikin-syok-dari-indonesia,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,17,2025-06-20,2025-06-24
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/2018/05/07/bisnis-esek-esek-di-apartemen-kalibata-city-terbongkar-modusnya-jasa-pijat-tradisional,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,17,2025-06-21,2025-06-25
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/2017/02/05/kecanduan-seks-deretan-artis-hollywood-ini-sudah-tidur-dengan-lebih-dari-1000-wanita,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,17,2025-06-23,2025-06-24
bali.tribunnews.com,Page,N/A,N/A,bali.tribunnews.com/2018/02/12/pembeli-sex-toy-di-bali-adalah-ibu-muda-dan-remaja-putri-jenis-ini-bisa-bikin-klimaks-berkali-kali,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,17,2025-06-25,2025-06-25
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/regional/2017/11/15/aku-bilang-ituku-sakit-tapi-dia-terus-ngajak-hubungan-intim-pakai-terong-dan-timun,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-20,2025-06-25
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/regional/2017/08/07/cewek-suka-pamer-dada-ini-bikin-resah-fotonya-pun-viral,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-20,2025-06-23
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/regional/2017/05/23/fakta-kaum-gay-di-palembang-tak-kalah-mencengangkan-dibanding-ibu-kota,Advertiser preference,Adult: Sexual content;Shocking content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-22,2025-06-25
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/nasional/2018/01/09/wanita-dewasa-di-video-threesome-dengan-2-bocah-di-bandung-sehari-harinya-pemandu-lagu-karaoke,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-21,2025-06-24
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/internasional/2016/11/02/buah-dada-cantik-wanita-jepang-ini-dirawat-khusus-mulai-sma,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-24,2025-06-24
wow.tribunnews.com,Page,N/A,N/A,wow.tribunnews.com/2018/12/06/video-kamera-tersembunyi-di-toilet-dan-ruang-ganti-mewabah-bahkan-jadi-kanal-di-situs-ini-modusnya,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-22,2025-06-23
sumsel.tribunnews.com,Page,N/A,N/A,sumsel.tribunnews.com/2018/11/20/sering-pakai-karet-gelang-di-leher-tabung-gas-elpiji-ternyata-sangat-berbahaya-ini-penjelasannya,Advertiser preference,Google-served ads obscuring content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-25,2025-06-25
style.tribunnews.com,Page,N/A,N/A,style.tribunnews.com/2018/04/12/jupiter-fortissimo-5-fakta-artis-yang-dipenjara-karena-narkoba-pesta-gay-kini-kondisinya-miris,Policy issue,Site Behavior: Navigation,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-24,2025-06-24
pontianak.tribunnews.com,Page,N/A,N/A,pontianak.tribunnews.com/tag/pembacokan,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-21,2025-06-24
pontianak.tribunnews.com,Page,N/A,N/A,pontianak.tribunnews.com/2018/12/19/mau-tahu-laundry-kiloan-terdekat-di-pontianak-ini-daftarnya,Policy issue,Site Behavior: Navigation,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-19,2025-06-23
pekanbaru.tribunnews.com,Page,N/A,N/A,pekanbaru.tribunnews.com/2023/05/16/twitter-video-viral-ada-link-video-viral-dua-selebgram-cantik-syafilah-dan-syalifah-beredar?page=all,Advertiser preference,Google-served ads obscuring content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-23,2025-06-23
pekanbaru.tribunnews.com,Page,N/A,N/A,pekanbaru.tribunnews.com/2021/09/23/sugar-mommy-adalah-simak-ini-arti-sugar-mommy-atau-sugar-mommy-artinya-dalam-bahasa-gaul,Advertiser preference;Policy issue,Encouraging accidental clicks: Layout;Google-served ads obscuring content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-21,2025-06-23
palembang.tribunnews.com,Page,N/A,N/A,palembang.tribunnews.com/2016/10/27/inilah-ciri-ciri-paling-mudah-tanda-seorang-wanita-tidak-perawan-lagi,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-19,2025-06-25
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/2017/08/12/video-astaga-kolonel-dan-letkol-tni-au-adu-jotos-hingga-darah-mengucur-dari-wajah,Advertiser preference;Policy issue,Ads Disguised as Content;Shocking content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-23,2025-06-23
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/2015/07/25/darah-belut-cara-psk-china-kelabui-pelanggan-dan-naikkan-tarif,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-19,2025-06-24
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2019/09/30/pede-kirim-foto-alat-vital-ke-wanita-pria-ini-kaget-dikirimi-balik-foto-kok-bentuknya-samaternyata?page=all,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-24,2025-06-24
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2017/03/27/sisi-buruk-inul-daratista-dari-pose-bugil-hingga-pake-syurban-mojok-ama-wanita-main-sex-skype,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-19,2025-06-25
lampung.tribunnews.com,Page,N/A,N/A,lampung.tribunnews.com/2018/11/21/video-mesum-siswi-sma-diputar-pakai-proyektor-di-ruang-kelas-ditonton-teman-teman-sekolah-korban,Advertiser preference,Adult: Sexual content;Shocking content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-23,2025-06-23
kupang.tribunnews.com,Page,N/A,N/A,kupang.tribunnews.com/2018/11/13/intip-yuk-ini-4-alasan-yang-bikin-wanita-lebih-tua-memilih-pacari-brondong,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-24,2025-06-24
kupang.tribunnews.com,Page,N/A,N/A,kupang.tribunnews.com/2018/09/05/7-artis-ini-miliki-payudara-terindah-di-tahun-2017-adakah-idolamu,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-20,2025-06-23
kupang.tribunnews.com,Page,N/A,N/A,kupang.tribunnews.com/2017/10/13/viral-ibu-ini-ungkap-bh-berisi-silikon-penyebab-kanker-payudara?page=all,Policy issue,Site Behavior: Navigation,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-25,2025-06-25
kupang.tribunnews.com,Page,N/A,N/A,kupang.tribunnews.com/2017/04/05/ssstt-inilah-dia-8-fakta-liar-tentang-mr-p,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-21,2025-06-23
jogja.tribunnews.com,Page,N/A,N/A,jogja.tribunnews.com/2017/08/25/beda-rasa-gak-sih-antaramr-p-yang-disunat-dan-tidak-ini-penjelasan-para-ahli,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-22,2025-06-25
jatim.tribunnews.com,Page,N/A,N/A,jatim.tribunnews.com/2019/02/13/terdeteksi-x-ray-di-kantor-pos-bea-cukai-kediri-sita-puluhan-sex-toys-siap-jual-dari-tiongkok,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-19,2025-06-24
jatim.tribunnews.com,Page,N/A,N/A,jatim.tribunnews.com/2017/06/29/video-adegan-panas-sulli-dan-kim-so-hyun-tersebar-viral-bikin-netizen-syok-oppa-udah-nggak-suci,Policy issue,Site Behavior: Navigation,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-22,2025-06-24
jatim.tribunnews.com,Page,N/A,N/A,jatim.tribunnews.com/2017/05/19/10-foto-bugil-artis-yang-dipajang-di-cover-majalah-pria-tanpa-seijin-mereka-melotot-liat-posenya,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-21,2025-06-25
jateng.tribunnews.com,Page,N/A,N/A,jateng.tribunnews.com/2018/02/03/ngeri-wanita-ini-diberi-obat-perangsang-oleh-pacarnya-efeknya-sungguh-mengerikan,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-24,2025-06-25
jateng.tribunnews.com,Page,N/A,N/A,jateng.tribunnews.com/2016/04/18/wanita-ini-pemecah-rekor-payudara-terbesar-di-dunia-ingin-tahu-ukurannya,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-21,2025-06-23
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2020/11/10/link-full-video-panas-gisella-anastasia-diburu-warganet-hingga-jadi-bahan-guyonan-di-media-sosial,Advertiser preference,Google-served ads obscuring content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-20,2025-06-23
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2019/04/11/anak-gorok-leher-ibu-sendiri-sampai-nyaris-putus-terikan-anak-yang-dipasung-buat-warga-berdatangan,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-25,2025-06-25
jabar.tribunnews.com,Page,N/A,N/A,jabar.tribunnews.com/2022/03/25/pengobatan-alat-vital-mak-erot-terpercaya-cigadog-cisolok-sukabumi-dan-pondok-gede-bekasi,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-21,2025-06-25
bogor.tribunnews.com,Page,N/A,N/A,bogor.tribunnews.com/2018/02/24/waspadai-fenomena-akhwat-hunter-jadikan-wanita-berjilbab-hingga-bercadar-sebagai-bahan-fantasi,Advertiser preference,Google-served ads obscuring content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-21,2025-06-23
bogor.tribunnews.com,Page,N/A,N/A,bogor.tribunnews.com/2016/08/02/ini-pose-pose-model-majalah-playboy-yang-terbit-di-tahun-70-an-masih-cantik-dan-aduhai,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-23,2025-06-23
bengkulu.tribunnews.com,Page,N/A,N/A,bengkulu.tribunnews.com/2022/10/07/rebahin-pindah-kemana-berikut-link-alternatif-terbaru-dan-terlaris-nonton-streaming-2022,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-20,2025-06-24
belitung.tribunnews.com,Page,N/A,N/A,belitung.tribunnews.com/2020/10/26/detik-detik-psk-tewas-dibunuh-pelanggan-leher-ditusuk-sajam-sempat-melawang-gigit-tangan-pelaku,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-25,2025-06-25
belitung.tribunnews.com,Page,N/A,N/A,belitung.tribunnews.com/2018/02/13/saya-tak-mampu-menahannya-pertama-kali-coba-saya-terpuaskan,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-23,2025-06-23
banten.tribunnews.com,Page,N/A,N/A,banten.tribunnews.com/2021/01/29/ini-pekerjaan-asli-kakek-sugiono-sebut-nama-wanita-saat-pertama-kali-syuting-saya-cuma-ingat-ozawa,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-24,2025-06-25
banjarmasin.tribunnews.com,Page,N/A,N/A,banjarmasin.tribunnews.com/2018/03/26/ini-jamu-kuat-yang-tak-bikin-cepat-lemas-dan-jadi-primodona-pria-dan-ibu-ibu-di-banjarbaru,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-23,2025-06-23
banjarmasin.tribunnews.com,Page,N/A,N/A,banjarmasin.tribunnews.com/2015/12/01/datang-dari-desa-terpencil-gadis-cantik-ini-juara-kontes-payudara-terindah-ini-foto-fotonya,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-20,2025-06-24
banjarmasin.tribunnews.com,Page,N/A,N/A,banjarmasin.tribunnews.com/2013/12/05/di-india-sapi-jadi-inspirasi-gaya-bercinta,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-19,2025-06-24
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/2022/02/16/viral-di-twitter-pasangan-gay-buat-video-asusila-siang-hari-di-sawah-raup-cuan-rp17-juta,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-21,2025-06-23
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/2020/12/07/tak-disangka-aktor-aktor-ini-disebut-lakukan-adegan-panas-sungguhan-di-film-ada-robert-pattinson,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-23,2025-06-23
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/2020/01/13/saat-suaminya-lagi-tidur-istri-bercinta-dengan-pria-lain-di-sebelah-ranjangnya-endingnya-sakit,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-21,2025-06-25
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/2018/07/24/miliki-aura-kecantikan-ini-5-fakta-wanita-berkumis-tipis?page=all,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-23,2025-06-23
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/2016/10/14/cerita-bintang-porno-dunia-ini-menangis-saat-dijebak-harus-adegan-panas-dilihat-banyak-orang,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-19,2025-06-24
bali.tribunnews.com,Page,N/A,N/A,bali.tribunnews.com/2019/01/24/terungkap-saat-maksa-ingin-adopsi-ternyata-sky-sekarat-dalam-karung-di-tempat-penitipan,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,16,2025-06-25,2025-06-25
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/regional/2019/07/04/tawarkan-pijat-plus-plus-manajer-panti-pijat-di-tangerang-ditangkap-polisi-tarifnya-rp-600-ribu,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-19,2025-06-24
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/regional/2015/04/22/obat-kuat-legal-laris-manis-di-manado,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-20,2025-06-24
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/pendidikan/2021/10/26/tugas-dan-wewenang-lembaga-lembaga-negara-indonesia-dari-presiden-hingga-komisi-yudisial,Advertiser preference,Google-served ads obscuring content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-25,2025-06-25
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/kesehatan/2017/07/15/sudah-lansia-ini-trik-bercinta-yang-aman-dilakukan-nenek-rohaya-dan-suami-brondongnya,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-19,2025-06-23
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/kesehatan/2015/01/14/semua-miss-v-dijamin-bisa-sesuaikan-ukuran-besar-kecil-mr-p,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-19,2025-06-24
www.tribunjualbeli.com,Page,N/A,N/A,www.tribunjualbeli.com/dki-jakarta/2325650/obat-tidur-trivam-propofol-25mg-cair-ampuh-jakarta-barat,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-19,2025-06-23
wartakota.tribunnews.com,Page,N/A,N/A,wartakota.tribunnews.com/2017/05/18/perawat-basah-perawat-khusus-menyusui-pria-dewasa-looh,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-21,2025-06-24
suryamalang.tribunnews.com,Page,N/A,N/A,suryamalang.tribunnews.com/2021/03/19/6-foto-amanda-manopo-pamer-paha-mulus-jadi-sorotan-lihat-pesona-seksi-andin-ikatan-cinta,Advertiser preference;Policy issue,Encouraging accidental clicks: Layout;Google-served ads obscuring content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-23,2025-06-23
surabaya.tribunnews.com,Page,N/A,N/A,surabaya.tribunnews.com/2015/06/23/pria-ini-aneh-tak-bisa-tidur-tanpa-cium-bau-bra-dan-celana-dalam,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-21,2025-06-24
style.tribunnews.com,Page,N/A,N/A,style.tribunnews.com/2016/08/28/sifat-seksual-pria-cowok-kok-gampang-horny-ya-ini-penjelasannya,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-25,2025-06-25
solo.tribunnews.com,Page,N/A,N/A,solo.tribunnews.com/2016/08/13/profesi-inilah-yang-membuat-film-panas-terlihat-realistis-dan-sukses-menipu-banyak-orang,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-21,2025-06-24
pekanbaru.tribunnews.com,Page,N/A,N/A,pekanbaru.tribunnews.com/2025/06/18/fakta-fakta-pembacokan-berantai-di-aceh-tenggara-5-orang-sekeluarga-tewas-pelaku-buron,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-22,2025-06-25
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2020/01/06/5-artis-perankan-hubungan-intim-tapi-akhirnya-menikmati-adegan-ranjang-itu-ada-yang-bareng-brondong,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-19,2025-06-25
lampung.tribunnews.com,Page,N/A,N/A,lampung.tribunnews.com/2018/05/10/5-artis-cantik-ini-berstatus-janda-muda-pilih-cerai-karena-dipaksa-foto-telanjang,Advertiser preference;Policy issue,Adult: Sexual content;Site Behavior: Navigation,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-20,2025-06-23
kupang.tribunnews.com,Page,N/A,N/A,kupang.tribunnews.com/2019/10/23/sekitar-50-wanita-pekerja-seks-jalanan-berkeliaran-di-kota-lewoleba-lembata,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-20,2025-06-25
kupang.tribunnews.com,Page,N/A,N/A,kupang.tribunnews.com/2017/09/26/goyangan-pamela-duo-serigala-panas-dari-insiden-dada-nyembul-sampai-pose-nugingnya-bikin-heboh,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-21,2025-06-24
kupang.tribunnews.com,Page,N/A,N/A,kupang.tribunnews.com/2017/05/19/ini-4-bentuk-vagina-yang-disukai-pria-nomor-4-paling-oke-menurutmu-guys,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-23,2025-06-23
jogja.tribunnews.com,Page,N/A,N/A,jogja.tribunnews.com/2016/11/18/lakukanlah-ini-agar-istri-puas-saat-bercinta,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-25,2025-06-25
jogja.tribunnews.com,Page,N/A,N/A,jogja.tribunnews.com/2015/12/01/perempuan-ini-dinobatkan-sebagai-pemilik-payudara-terindah-di-china,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-19,2025-06-23
jogja.tribunnews.com,Page,N/A,N/A,jogja.tribunnews.com/2015/08/20/bagaimana-hukum-pasutri-mengkonsumsi-obat-perangsang,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-22,2025-06-24
jatim.tribunnews.com,Page,N/A,N/A,jatim.tribunnews.com/2021/01/29/ibu-nekat-setubuhi-anak-kandung-sendiri-direkam-dan-kirim-video-ke-suami-ngaku-haus-belaian?page=all,Advertiser preference,Google-served ads obscuring content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-23,2025-06-23
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2019/06/09/5-ciri-ciri-fisik-wanita-yang-nafsu-birahinya-meletup-letup-pasangan-bahagia-banyak-variasi-bercinta,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-25,2025-06-25
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2018/06/05/7-tata-cara-hubungan-suami-istri-dalam-islam-nomor-7-jarang-dilakukan?page=all,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-24,2025-06-24
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2018/01/18/dari-bentuk-puting-susu-bisa-diketahui-kepribadian-seorang-wanita,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-25,2025-06-25
jabar.tribunnews.com,Page,N/A,N/A,jabar.tribunnews.com/2023/04/06/pusat-klinik-pengobatan-alat-vital-bogor-bantu-menjaga-keharmonisan-pasangan-suami-istri,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-23,2025-06-23
jabar.tribunnews.com,Page,N/A,N/A,jabar.tribunnews.com/2015/06/15/video-dua-siswi-sma-duel-di-jalanan-ditonton-teman-temannya,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-24,2025-06-24
flores.tribunnews.com,Page,N/A,N/A,flores.tribunnews.com/2022/10/04/pengakuan-penjaga-toko-di-maumere-pria-dewasa-pamer-bagian-sensitif-suwenti-dia-ulang-ulang-pamer,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-20,2025-06-23
bogor.tribunnews.com,Page,N/A,N/A,bogor.tribunnews.com/2017/09/11/intip-istri-tetangga-mandi-pria-ini-alami-hal-mengerikan-karena-terkejut,Advertiser preference,Adult: Sexual content;Shocking content,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-23,2025-06-23
bengkulu.tribunnews.com,Page,N/A,N/A,bengkulu.tribunnews.com/2022/07/27/rebahin-streaming-pindah-kemana-cek-link-terbaru-nonton-film-gratis-dan-link-alternatif-legal,Advertiser preference;Policy issue,Google-served ads obscuring content;Modified Javascript: Ads by Google size,Restricted ad serving,ca-pub-7784034061253020,15,2025-06-20,2025-06-23
